word,tc0649,tc0651,tc0653,tc0654,tc0655,tc0656,tc0657,tc0658,tc0659,tc0661,tc0664
crime,0.4412228175,0.5015324603,0.1614205004,0.398066534,0.1959375612,0.6079699331,0.4593125622,0.3232236169,0.5107542137,1.007526818,1.4332003988
