word,tc0093,tc0094,tc0096,tc0098,tc0101,tc0113,tc0114,tc0115,tc0116,tc0117,tc0118,tc0163,tc0165,tc0183,tc0189,tc0190,tc0193,tc0196,tc0200,tc0203,tc0204,tc0206,tc0207,tc0219,tc0221,tc0222,tc0224,tc0225,tc0226,tc0227,tc0628,tc0629,tc0630,tc0632,tc0636,tc0637,tc0645,tc0648
crime,0.7689577665,0.0460680886,0.9373718437,0.2784739627,1.7699115044,0.8501733046,0.5462988255,0.984736583,0.1965923984,0.8239268353,0.8484532045,0.6529054292,0.4732358818,0.6416769157,0.2470599862,0.3227368081,1.1020729467,0.4847309743,0.6205398697,0.4929230336,1.8953752843,0.3153800329,2.2362385321,2.7557532392,0.6938249579,0.7302960508,1.8953402367,0.8728408673,2.72529909,0.8378718056,0.0589622642,2.0367719916,0.2705078785,0.5705157462,0.6452207577,1.3205886052,0.1016570093,0.3665353248
